Date,AAPL,MMM,INTC,JPM,DE,WFC,BK,PM,HD,GE,Portfolio Value
2017-01-04,-0.0011192423590185019,0.00151642796967133,-0.005191256830601176,-0.0036684626848563218,0.01701105237866396,0.0008928571428572507,0.015638031693077536,-0.008878658336073708,0.008860099769190777,0.00031555695803087147,0.0029322857110507528
2017-01-05,0.005085330115497166,-0.00342081650964543,-0.001647898928865632,-0.009204924634679479,-0.004441504441504263,-0.01552185548617313,-0.012728392527201815,0.007852245078522335,-0.011808118081180763,-0.005678233438485836,-0.004413789989388683
2017-01-06,0.011148272017837302,0.002926115581565414,0.003576341127922822,0.00011613053071646284,0.010821072615092353,-0.0025371511417179304,0.0016635475150759138,0.007791067705475774,-0.0027632561613144535,0.0028553299492386497,0.0039344634049547356
2017-01-09,0.009159528453905441,-0.0053862986029287185,0.0035635964912281715,0.0006967022758941344,-0.012207719034650899,-0.014534883720930258,-0.01100269877517146,-0.00577090592334506,0.005841383958660851,-0.004745333755140746,-0.002507284678457511
2017-01-10,0.0010084881082443875,-0.0038923675748856468,-0.0019120458891014325,0.0029009050823856075,-0.002851982127578645,0.00700589970501464,0.0016792611251050804,-0.008651845361953847,0.013327376963740756,-0.0028607755880484254,0.0007699275362320623
2017-01-11,0.005373184451347601,0.007418733718427717,0.011220580186097395,0.007520536850630366,0.007817713795404524,0.003295496155254707,0.006496227996647175,-0.0008837825894829621,-0.0029390154298309934,0.003187759005419233,0.004457618681268816
2017-01-12,-0.0041753653444676075,-0.002529653156444822,-0.006495263870094692,-0.009646302250803873,-0.005108315201967528,-0.005474452554744547,-0.011867582760774487,0.0007739938080495445,-0.004642593957258745,-0.0025421035907213785,-0.004595526120159565
2017-01-13,-0.001761006289308087,-0.0002817853922454372,0.002179242713157059,0.00533395176252327,0.005895217267281483,0.014862385321100957,0.005899705014749346,-0.0012153353220638596,-0.00022210705560077315,-0.0009557183816500947,0.00205942924389535
2017-01-17,0.008064516129032251,-0.0007328485258469852,0.00027181299266110237,-0.03633217993079585,-0.013706399470649444,-0.02766226722111742,-0.02744030163385003,0.021681415929203585,0.006590639810426735,-0.002869897959183798,-0.004336239215863347
2017-01-18,-8.333333333343518e-05,0.0069389597201852116,-0.0010869565217391797,0.0046678635547576786,0.008625646923519081,0.009111193752324498,-0.004307559767391944,0.012234733650931195,0.0016920473773263112,-0.0012791813239525496,0.004627319330399615
2017-01-19,-0.00175014584548705,0.0010644854053449837,-0.005168661588683343,-0.007624493685966183,-0.0020904599011780656,0.005712179841532938,-0.030067056024226546,0.0038506792170285298,-0.0056551116333725115,-0.0006404098623118415,-0.002912621359223211
2017-01-20,0.0018367006177992806,-0.001063353481083551,0.010117582718074836,0.004441776710684353,0.016377832793753377,0.008977647489923246,-0.006244424620874267,0.007671816728822556,0.0015510746731666192,-0.02178788849727653,0.0033400511763770346
2017-01-23,0.0006666666666665932,0.00011205109529943691,-0.004602057390362568,0.00047806860284427266,0.003560052463931207,-0.01489013982204479,-0.015484739676840276,0.0020090937929577724,0.018215339233038197,-0.02554864068129714,0.0008124851890720652
2017-01-24,-0.0009160559626915088,-0.014228894739790388,0.023116671199347127,0.01206546410225795,0.005134428678118086,0.008294930875575979,0.01732391155687263,0.010764035457998977,-7.242702976739679e-05,0.008403361344537785,0.00251440426659455
2017-01-25,0.015920646828373686,0.004318917997385929,0.004784688995215447,0.015462700661000861,0.0036221788799106758,0.03510054844606936,0.006273806856374575,0.00636876174566714,-0.00420107199768216,0.012333333333333307,0.008041659168615878
2017-01-26,0.0004922874958976919,0.0005092514004412241,-0.006349206349206327,0.008369173544112485,-0.003979270775495092,0.00989049805722364,0.0013360053440214514,-0.0003112356053531773,0.007128309572301594,-0.001646361540994401,0.0019190645675968288
2017-01-27,8.20075446941182e-05,0.0037326094333220983,0.01118210862619784,0.0020749279538905263,0.003344792344141867,-0.010318293109478627,-0.004225038914832058,-0.0004151100041511757,-0.0009388993211035812,-0.010224274406332334,0.0004120313143800569
2017-01-30,-0.002624026240262478,-0.011606941627225642,-0.014744602422327335,-0.010353157713102634,-0.008611908510047228,-0.009012192966955546,-0.002456453774006162,-0.003737541528239241,0.0010120725800619734,-0.001666111296234618,-0.0063003695623136124
2017-01-31,-0.002302063635616136,-0.003420362558431145,-0.01603420630678798,-0.016273393002441017,-9.340556697168267e-05,0.0044579172610557105,0.001343183344526322,0.0017715714881201272,-0.006427384993139218,-0.008678237650200371,-0.003987901870729282
2017-02-01,0.06098063452822422,0.002002059260954203,-0.008147745790331173,0.0037811650714876244,0.0009341429238673982,-0.0074560624889047356,0.006483344511513778,-0.001872464371163951,-0.001017589765954452,-0.00033670033670019084,0.00833389567447207
2017-02-02,-0.0017087378640776585,-0.00565165268025325,0.004381161007666945,-0.004237786933490195,0.002613159122725417,-0.00286174208549439,-0.004886717014660258,0.030119854090672415,-0.003565192083818447,-0.0003368137420007855,0.0009815403491160168
2017-02-03,0.004279156617132296,0.004937421058674785,-0.004362050163576825,0.030618276392008426,0.005212696639671943,0.02726457399103155,0.019419642857142927,0.022966410360178102,0.007520993063161674,0.0006738544474393926,0.0112655026018742
2017-02-06,0.009374031608304634,0.00034277879341870765,-0.006845564074479782,-0.004702913512273588,0.0006482081674230589,-0.012572027239392436,-0.00021896211955352296,-0.010978142616951847,-0.010798666473401886,-0.0013468013468013185,-0.0029640566806972135
2017-02-07,0.009517230792846831,0.003769274700171188,0.0022056796250342625,-0.0005762360262762112,0.00647788265778293,-0.003713527851458731,-0.0045992115637318864,0.01629999999999998,0.001172247051066,-0.003371544167228735,0.0043101066475106364
2017-02-08,0.003877442408575904,0.007453345471096995,0.0008253094910590786,-0.008763837638376515,-0.00321809488782665,-0.012602058927937532,-0.006820682068206851,0.009839614287119991,0.009001097694840698,-0.004397834912043153,0.002002751031636496
2017-02-09,0.002877915783096041,0.006268707290902009,-0.02528862012094557,0.014425314099581366,0.006549211327368409,0.019773503505302603,0.007975188303057212,0.0013641235506187677,0.006019727299100719,0.0054366292898402335,0.005611869488342691
2017-02-10,-0.002265518803805877,0.0046020877764056944,-0.0033840947546530664,-0.002293577981651418,0.010263929618768097,0.0022915564956813572,0.0013186813186814028,-0.0013622652525057122,0.008218585538173118,0.004393376140588101,0.002883103267517173
2017-02-13,0.008855585831062607,0.011284916201117268,0.013016411997736288,0.013218390804597746,0.004626269956458762,0.0038691523039042774,0.012291483757682187,0.0009743739647276595,0.0001430103682518169,0.010767160161507361,0.007110811046258325
2017-02-14,0.012979218245930069,0.0032040658490775087,0.0036312849162012384,0.01599546228020432,-0.006320541760722387,0.015767344078486234,0.015177797051170838,-0.0014601382264187723,0.010652748981196947,0.007989347536617952,0.006844353138346637
2017-02-15,0.0036290919863721793,0.0005506607929515184,0.0033398274422486995,0.011500669941938435,-0.008450704225352101,0.009830976198689223,0.013028620247757416,0.0034119711444728917,0.005871533672891838,0.002311756935270859,0.003479456173887119
2017-02-16,-0.0012176223156961097,0.00941111722619703,0.009986130374479707,-0.0006623247599074622,0.000458211143695042,-0.0073441502988899066,-0.007590132827324569,0.0005829204313607672,-0.004571348196075853,0.0032948929159801743,0.0006581622824852751
2017-02-17,0.002770697107392195,-0.0025080420914889157,0.001922548750343367,-0.003313818623660536,0.010076028212878896,-0.0005161734342736812,0.0014871468026342871,0.006505485969511726,0.010315105270594982,-0.002627257799671656,0.0030747512125215426
2017-02-21,0.007220748600058835,0.002295709210166752,0.0010964912280704286,0.008644574975063657,-0.0059853087875216815,0.0027543467033910307,0.007636826474331837,0.008682230368512345,0.014125874125874072,0.004939084622983314,0.005490931965753676
